sent_id,doc_id,sent_index,date,speaker,sentence
8-39,8,39,2019-10-16,Lael Brainard,What sets Facebook's Libra apart is the combination of an active-user network representing more than a third of the global population with the issuance of a private digital currency opaquely tied to a basket of sovereign currencies.
8-40,8,40,2019-10-16,Lael Brainard,It should be no surprise that Facebook's Libra is attracting a high level of scrutiny from lawmakers and authorities.
8-41,8,41,2019-10-16,Lael Brainard,"Libra, and indeed any stablecoin project with global scale and scope, must address a core set of legal and regulatory challenges before it can facilitate a first payment."
8-42,8,42,2019-10-16,Lael Brainard,I will emphasize a few issues in particular.
8-43,8,43,2019-10-16,Lael Brainard,"First, compliance with know-your-customer rules and regulations are essential to ensure stablecoins are not used for illegal activities and illicit finance."
8-44,8,44,2019-10-16,Lael Brainard,"Libra's business model is inherently cross-border, and, as such, each participant in the system deemed to be a financial institution would need to ensure compliance with each national jurisdictions' anti-money-laundering laws."
8-45,8,45,2019-10-16,Lael Brainard,Libra's intended global reach would likely necessitate a consistent global anti-money-laundering framework in order to reduce the risk of illicit transactions.
8-46,8,46,2019-10-16,Lael Brainard,"Second, issuers of stablecoins designed to facilitate consumer payments must clearly demonstrate how consumer protections would be assured."
8-47,8,47,2019-10-16,Lael Brainard,Consumers will need to be educated on how their rights differ with respect to digital wallets compared to bank accounts.
8-48,8,48,2019-10-16,Lael Brainard,"In the United States, as elsewhere, statutory and regulatory protections have been implemented with respect to bank accounts so that consumers can reasonably expect their deposits to be insured up to a limit; fraudulent transactions to be the liability of the bank; transfers to be available within specified periods; and clear, standardized disclosures about account fees and interest payments."
8-49,8,49,2019-10-16,Lael Brainard,"Not only is it not clear whether comparable protections will be in place with Libra, or what recourse consumers will have, but it is not even clear how much price risk consumers will face since they do not appear to have rights to the stablecoin's underlying assets."
8-50,8,50,2019-10-16,Lael Brainard,Consumers need to be cautioned that stablecoins are likely to be starkly different from sovereign-issued currency in legal terms.
8-51,8,51,2019-10-16,Lael Brainard,"It will be important to get clarity on what legal entity can be held responsible for the security of personally identifiable information and transaction data and how personal data will be stored, accessed, and used."
8-52,8,52,2019-10-16,Lael Brainard,The large number of cyber breaches in the last few years highlight the importance of these issues.
8-53,8,53,2019-10-16,Lael Brainard,"Third, it will be necessary to define the financial activities that the various players in the Libra ecosystem are conducting in order for jurisdictions to assess whether existing regulatory and enforcement mechanisms are adequate."
8-54,8,54,2019-10-16,Lael Brainard,"As the legal domicile of the Libra Association, Switzerland is of particular interest."
8-55,8,55,2019-10-16,Lael Brainard,"Swiss authorities have established three new categories to facilitate their approach of regulating by function: ""payment tokens"" are cryptocurrencies that are meant for use in payments or value transfers; ""utility tokens"" are blockchain-based applications; and ""asset tokens"" are cryptoassets that are analogous to equities, bonds, and derivatives."
8-56,8,56,2019-10-16,Lael Brainard,"To the extent that some innovations do not fit neatly within a single category, these classifications may not be mutually exclusive."
8-57,8,57,2019-10-16,Lael Brainard,"In the United States, regulators are closely examining the specific functions of particular stablecoins and cryptocurrencies more broadly to determine whether and where they fit in the existing regulatory structure and whether additional authorities or guidance is necessary."
8-58,8,58,2019-10-16,Lael Brainard,U.S. market regulators have authorities for products judged to be securities or commodity futures under relevant law.
8-59,8,59,2019-10-16,Lael Brainard,"At the state level, the New York State Department of Financial Services has established a BitLicense for entities associated with virtual currencies."
8-60,8,60,2019-10-16,Lael Brainard,"The Federal Reserve and the other federal banking agencies have supervisory authority over banks, including, in many cases, the ability to regulate and examine companies that provide services to banks."
8-61,8,61,2019-10-16,Lael Brainard,Neither the Federal Reserve nor any other regulator has plenary authority over payment systems operating in the United States.
8-62,8,62,2019-10-16,Lael Brainard,"Although the Financial Stability Oversight Council does have the authority to designate systemically important nonbank financial companies; financial market utilities; or payment, clearing, and settlement activities based on the facts of the specific situation, it is not clear at this time whether any cryptocurrency issuer would meet the statutory requirements for designation."
8-63,8,63,2019-10-16,Lael Brainard,"Stablecoins, and cryptocurrencies more generally, challenge the long-held premise that payments must be recorded in a central ledger managed by a single entity."
8-64,8,64,2019-10-16,Lael Brainard,"In fact, banks were established to perform this central ledger function."
8-65,8,65,2019-10-16,Lael Brainard,"Distributed ledger technology allows for the direct peer-to-peer transfer of assets, potentially eliminating the need to transact through intermediaries."
8-66,8,66,2019-10-16,Lael Brainard,"While distributed ledger technology could offer advantages by enhancing operational resilience, increasing transparency, and simplifying recordkeeping, the public and immutable nature of the transactions ledger also introduces risks, such as data privacy concerns and legal complexity."
8-67,8,67,2019-10-16,Lael Brainard,Global stablecoin networks also may pose challenges to bank business models.
8-68,8,68,2019-10-16,Lael Brainard,"In the extreme, widespread migration to one or more global stablecoin networks could disintermediate the role of banks in payments."
